sweep_value,ghz_entropy_global_pure,ghz_entropy_global_circuit,ghz_entropy_pure,ghz_entropy_circuit,ghz_fidelity_reference_pure,ghz_fidelity_reference_circuit,ghz_concurrence_ab_pure,ghz_concurrence_ab_circuit,ghz_monogamy_pure,ghz_monogamy_circuit,w_entropy_global_pure,w_entropy_global_circuit,w_entropy_pure,w_entropy_circuit,w_fidelity_reference_pure,w_fidelity_reference_circuit,w_concurrence_ab_pure,w_concurrence_ab_circuit,w_monogamy_pure,w_monogamy_circuit
0.0,1.4415419267167124e-15,1.4415419267167124e-15,1.0,1.0,1.0000000000000009,1.0000000000000009,0.0,0.0,1.0000000000000004,1.0000000000000004,0.0,2.9022430939161657e-15,0.9182958340544896,0.9182958340544899,1.0000000000000004,0.9999999999999998,0.6666666666666666,0.6666666622365244,5.9068554492114345e-09,1.1813713396424674e-08
0.02,0.3317488029516069,0.28927461086677386,1.0,1.0,0.9630648900340804,0.9678000013595273,0.0,0.0,1.0000000000000004,1.0000000000000004,0.3259030725907094,0.39226925127633,0.9218104253246207,0.9239227676285605,0.9636448408780337,0.9540222238135424,0.5304143648891508,0.507694666950858,0.31910592716964703,0.37973535213547943
0.04,0.5824351122132592,0.509007837334677,1.0,1.0,0.9269262238025002,0.9362000018781929,0.0,0.0,1.0,1.0000000000000004,0.5722042307448686,0.7139337218261699,0.9252433729222709,0.9312689796984992,0.9280608413985196,0.9040222244916878,0.4591670479810415,0.4179892662565958,0.4626075630964004,0.5611722171413897
0.06,0.7994817617324655,0.7003634178339901,1.0,1.0,0.89158400188781,0.9052000022463562,0.0,0.0,1.0000000000000004,1.0,0.785558527033038,0.9560523329068222,0.9285950940151025,0.9363978831863502,0.8932480022597313,0.8615444470888557,0.3994264956841108,0.34675212633556907,0.5693509271285354,0.6748441088095054
0.08,0.9932876419546325,0.8723233079605903,1.0,1.0,0.8570382243476211,0.8748000025321709,0.0,0.0,1.0000000000000009,1.0,0.9761906034250327,1.1885474251357748,0.9318659924740946,0.9421006022049299,0.8592063235307833,0.8149000030272215,0.3460540180564388,0.27958056130186326,0.6538733914677567,0.7701733392270977
0.1,1.168919873806437,1.029244394555862,1.0,1.0,0.8232888912048876,0.8450000027627517,0.0,0.0,1.0000000000000004,1.0,1.1490799041865696,1.3229825670324495,0.9350564592060431,0.945253391665685,0.8259358052392181,0.786544447602129,0.2970444361550973,0.24943054503120787,0.7222704607911963,0.8094951406837646
0.12,1.3294412595582932,1.173747147853939,1.0,1.0,0.7903360024717144,0.8158000029523742,0.0,0.0,1.0,1.0000000000000007,1.3072343424212358,1.5176669392141833,0.9381668724709494,0.9503901401761199,0.7934364473995705,0.7429666700489924,0.25136215502390347,0.18719508783751648,0.7779444353895997,0.866645110343295
0.14,1.4769303462104808,1.3076002065177628,1.0,0.9999999999999999,0.7581795581554935,0.7872000031097498,0.0,0.0,1.0000000000000009,0.9999999999999996,1.452693757599747,1.6519062226427546,0.9411975981850145,0.9541140731454013,0.7617082500207243,0.7110222257391504,0.20838778388437018,0.1450725762906293,0.8231058000078062,0.8993250854367288
0.16,1.6129059103064127,1.4320881034274353,1.0,1.0,0.7268195582611857,0.7592000032407086,0.0,0.0,1.0000000000000004,1.0000000000000002,1.5869474421775007,1.8246534099529068,0.9441489902098983,0.9591409991025399,0.7307512131086401,0.665833337002854,0.16771505292433087,0.09158926437504755,0.859335136394465,0.93088560969636
0.18,1.7385367133530627,1.5481927831050757,1.0,1.0,0.6962560027923427,0.7318000033494143,0.0,0.0,0.9999999999999998,1.0,1.711140433817493,1.929713424561682,0.9470213906288891,0.9627919779767504,0.7005653366675907,0.638166670343082,0.12905990642914666,0.06182033657354252,0.8878394974118786,0.9437708311249493
0.2,1.8547575685884141,1.6566939318073262,1.0000000000000002,1.0,0.6664888917516297,0.7050000034389889,0.0,0.0,1.000000000000001,1.0000000000000004,1.8261876505886854,2.0401256941378585,0.9498151300105502,0.9674358702549776,0.6711506207007804,0.606966670450881,0.09221418184496655,0.023779407854617407,0.9095855178834777,0.9546317619842882
0.22,1.9623389896250656,1.7582291100983705,1.0,0.9999999999999999,0.6375182251411263,0.6788000035118559,0.0,0.0,1.0,0.9999999999999996,1.9328423699400963,2.1649280995539977,0.9525305276604157,0.9686640248080012,0.642507065210714,0.5680888926612885,0.05701972672716121,0.0,0.9253751910432158,0.9568745555555385
0.24,2.0619316281961164,1.853332066719705,1.0000000000000002,0.9999999999999999,0.6093440029625037,0.653200003569961,0.0,0.0,1.0000000000000009,0.9999999999999996,2.031739912048126,2.2682580634497547,0.9551678918612525,0.9723562185719968,0.6146346701994038,0.5341666704096938,0.023352896203342022,0.0,0.9358921012982071,0.961922982222206
0.26,2.154096027563874,1.9424583512113662,1.0000000000000002,1.0,0.581966225217141,0.628200003614897,0.0,0.0,1.0000000000000009,1.0000000000000004,2.1234268814028168,2.3579400492436453,0.957727520102367,0.9774531173473944,0.5875334356685068,0.5040222260467351,0.0,0.0,0.941810150870436,0.968906555555541
0.28,2.2393233377406103,2.0260031129122265,1.0,1.0,0.5553848919061962,0.603800003648001,0.0,0.0,1.0,1.0000000000000002,2.2083815198111165,2.435966884567749,0.9602096992984309,0.9794131057496893,0.5612033616194221,0.4760777815670975,0.0,0.0,0.945347950617283,0.9715965155555422
0.3,2.3180502132292182,2.104313872870031,1.0,0.9999999999999999,0.5296000030306657,0.5800000036704113,0.0,0.0,1.0000000000000002,0.9999999999999996,2.287028338297978,2.50377235674505,0.9626147059982517,0.9803831693563515,0.5356444480533462,0.4515222258900007,0.0,0.0,0.948622222222222,0.972928782222211
0.32,2.390669824983129,2.177699939117648,1.0000000000000002,1.0,0.5046115585914163,0.5568000036831133,0.0,0.0,1.000000000000001,1.0,2.359748927568561,2.55710799383099,0.9649428065838916,0.9830029449286704,0.510856694971321,0.4300888926019811,0.0,0.0,0.9517953580246925,0.9765297599999891
0.34,2.4575401945105195,2.2464395094433263,1.0,0.9999999999999999,0.48041955858921753,0.5342000036869723,0.0,0.0,1.0000000000000009,0.9999999999999996,2.4268901348628527,2.634314309938207,0.9671942574605251,0.9845261990365821,0.48684010237427405,0.3966333369906017,0.0,0.0,0.9548673580246922,0.9786255599999909
0.36,2.5189906325003526,2.310785137769108,1.0,1.0,0.4570240030247552,0.5122000036827558,0.0,0.0,1.0,1.0000000000000004,2.4887703765409617,2.6612285401418188,0.9693693052373911,0.9866559764134446,0.46359467026302864,0.38381111476848856,0.0,0.0,0.9578382222222213,0.9815583599999917
0.38,2.5753268041234,2.3709680154042374,1.0,0.9999999999999999,0.43442489189865624,0.4908000036711533,0.0,0.0,1.0,0.9999999999999996,2.5456845998559365,2.702399114367589,0.9714681869001777,0.9883339065207883,0.4411203986383346,0.36384444806028615,0.0,0.0,0.9607079506172838,0.9838709999999931
0.4,2.626834778513883,2.4272013763584543,1.0,1.0,0.41262222521149466,0.47000000365279054,0.0,0.0,1.0000000000000004,1.0,2.5979082455014053,2.7412760725555207,0.9734911299751576,0.9898982812273444,0.41941728750088103,0.3431777813366032,0.0,0.0,0.9634765432098766,0.986028759999994
0.42,2.673784312569275,2.4796832434370097,0.9999999999999999,1.0,0.3916160029638047,0.4498000036282377,0.0,0.0,0.9999999999999996,1.0,2.6457004569988567,2.7768688100861594,0.9754383526853785,0.990204300666409,0.3984853368513037,0.32773333683352723,0.0,0.0,0.9661439999999997,0.9864510399999955
0.44,2.716431547244186,2.5285986700794703,1.0,1.0,0.3714062251560868,0.43020000359802246,0.0,0.0,1.0,1.0000000000000004,2.689306712305333,2.804606783786256,0.9773100640991839,0.9917254606318711,0.37832454669019777,0.3109555589500203,0.0,0.0,0.9687103209876544,0.9885509999999964
0.46,2.755021245025753,2.5741215906773474,1.0,0.9999999999999999,0.35199289178881704,0.4112000035626372,0.0,0.0,1.0000000000000009,0.9999999999999996,2.7289610044616266,2.845916558995898,0.9791064642713319,0.9929184787114849,0.35893491701812963,0.28841111441304007,0.0,0.0,0.9711755061728398,0.990198999999998
0.48,2.789788662373732,2.616416362610885,0.9999999999999998,0.9999999999999999,0.3333760028624512,0.3928000035225403,0.0,0.0,0.9999999999999993,0.9999999999999996,2.764887663911071,2.8625588142205998,0.980827744376962,0.994166517864624,0.34031644783563475,0.2754555588283087,0.0,0.0,0.9735395555555546,0.991923982222221
0.5,2.8209611256393643,2.6556390622295662,1.0,1.0,0.31555555837742855,0.37500000347816415,0.0,0.0,1.0000000000000004,1.0,2.7973028904386976,2.887997666645009,0.9824740868386409,0.9950648413903056,0.3224691391432301,0.25996666985862465,0.0,0.0,0.9758024691358027,0.9931662222222224
0.52,2.8487593601566554,2.6919385817368062,1.0000000000000002,1.0,0.2985315583341783,0.35780000342992285,0.0,0.0,1.000000000000001,1.0000000000000004,2.8264160443829924,2.912466469437556,0.9840456654467056,0.9958514187832854,0.3053929909414163,0.24110000310699653,0.0,0.0,0.977964246913581,0.9942543600000016
0.54,2.873398607728459,2.725457562638794,1.0,1.0000000000000002,0.2823040027331234,0.34120000337820844,0.0,0.0,1.0,1.0000000000000009,2.8524307327989247,2.9238718971417113,0.985542645473113,0.996661913732039,0.28908800323068373,0.23137778086030408,0.0,0.0,0.9800248888888885,0.995376000000002
0.56,2.89508955619816,2.756333192882925,1.0,0.9999999999999999,0.2668728915746805,0.32520000332340027,0.0,0.0,1.0000000000000009,0.9999999999999996,2.8755457152194626,2.9411425435304803,0.9869651837789887,0.9972313284949621,0.2735541760115128,0.21524444739920695,0.0,0.0,0.9819843950617289,0.9961642622222255
0.58,2.9140390952498287,2.784697888224704,1.0,1.0,0.25223822485926695,0.30980000326586404,0.0,0.0,1.0000000000000009,1.0,2.8959556446332546,2.947652270301841,0.9883134289160453,0.9974303967299902,0.2587915092843812,0.21110000297255302,0.0,0.0,0.9838427654320996,0.9964398888888926
0.6,2.930450904375012,2.810679873154221,0.9999999999999998,1.0,0.23840000258730132,0.29500000320595426,0.0,0.0,0.9999999999999993,1.0,2.913851651631352,2.965638633373907,0.9895875212220554,0.998205492180728,0.24480000304976338,0.19400000281090635,0.0,0.0,0.9855999999999989,0.9975133155555609
